FOF_Halo_ID,Subhalo_ID,sigma_0_projectx,sigma_3_projectx,sigma_5_projectx,sigma_10_projectx
18758586,10779614,3.6274908426931476,1.2853496666174247,1.2853496666174247,1.0899395146699244
18781831,10790948,2.678400014630029,1.2295939226630859,2.6662380639038914,2.6662380639038914
18804468,10803576,1.0089832529171676,1.0089832529171676,1.0721657893360474,1.3462594621802266
18830772,10815303,574.3094864815228,0.9710092155598496,2.6517455148782076,5.786420839545095
18851478,10828975,2.4719343780636516,1.1120394098911917,10.661711621359283,10.661711621359283
18874184,10841480,209.0863667646838,208.44798642217043,206.28520217936614,198.06022576789408
18893514,10854575,684.9087724235225,1.1347970772453693,1.1347970772453693,3.4762630593991717
18914272,10867429,1.380108282117321,1.380108282117321,1.1806140597202381,2.804254057725168
18938111,10879047,508.03638180343773,508.03638180343773,506.5527483996742,15.186257978524164
18959269,10890836,1.0816232533971766,1.2639820609783499,1.2639820609783499,1.2176753696769935
18980322,10903746,1.0975646803730958,1.361617868171974,1.361617868171974,2.8280825495395576
19003244,10915959,630.7837457622105,0.9717038045307084,0.9717038045307084,3.3153775355340778
19025611,10927309,175.98387158260354,175.98387158260354,175.98387158260354,176.3559530329663
19046137,10939632,262.1863069374681,2.467142731356224,1.0799810276081205,1.033677277298457
19066718,10952276,86.78830903251608,48.097298025473854,14.716332280829548,24.624966001497153
19088975,10965326,3.4190116600792813,2.4884360543143083,2.5795890811877116,2.5795890811877116
19111198,10976368,1.166370180659293,1.2343358973607677,1.1810127327038442,2.6001326386807437
19128727,10986793,568.9950057229663,9.4509051780884,5.85319698725905,5.85319698725905
19150921,10998738,1.4458803571160863,1.248159863952674,1.248159863952674,2.5534151211338156
19168884,11010357,480.2232002478573,480.2232002478573,10.790208359450563,7.495997196108946
19191987,11021899,708.1673503460657,1.1297415515608036,2.472698349161054,4.010845213803298
19210371,11035080,2.600795636209403,1.1726507055548188,1.1726507055548188,1.1941729849644038
19231126,11048198,173.2149723070293,2.7201680965927326,3.6780659784291396,6.044879853635537
19252268,11060258,615.9839933293318,614.9082732912457,614.9082732912457,614.9082732912457
19273523,11073517,1.0672107642782762,1.1821014658972158,2.674038450119586,11.148870983821281
19291384,11085165,1.1935087659908834,1.1506990624579065,2.6001066400535944,4.203645948997383
19314195,11094967,971.4912381666251,971.4912381666251,971.4912381666251,52.31297961749066
19333270,11107514,468.1297605951048,5.096656156746706,5.096656156746706,5.096656156746706
19351414,11120068,143.50454183874308,219.0738458646494,219.0738458646494,193.10316142130392
19374874,11131131,166.313583571381,2.585467067176503,2.4397930555682796,3.9858553376567913
19394788,11142790,143.19994931481375,146.79548638459787,146.44006367849516,146.44006367849516
19408902,11153148,4.8887051093478515,4.8887051093478515,4.8887051093478515,4.8887051093478515
19427584,11166471,846.4224827157243,11.687081427395919,13.32403198616317,13.66647041332191
19446213,11176939,355.6518084192741,351.6083547791683,351.6083547791683,271.5560299222176
19462987,11188792,2.740311240087439,1.3161190002463972,2.740311240087439,1.1576326028062067
19481408,11197378,694.5730240769391,694.5730240769391,694.5730240769391,1.2057480049577356
19497330,11207141,2.4737591559475653,4.146928132289442,2.5643056542531872,2.7712400333841054
19515253,11218433,154.1339111102746,11.058985614718392,7.519155617797196,9.188831492147171
19531845,11228086,140.24413045663465,140.24413045663465,140.24413045663465,140.24413045663465
